date,category,line,model,item,quantity
2023-03-15,Electronics,TVs,55-inch,SKU002,56
2023-03-16,Electronics,TVs,55-inch,SKU002,56
2023-03-17,Electronics,TVs,55-inch,SKU002,55
2023-03-18,Electronics,TVs,55-inch,SKU002,60
2023-03-19,Electronics,TVs,55-inch,SKU002,58
2023-03-20,Electronics,TVs,55-inch,SKU002,55
2023-03-21,Electronics,TVs,55-inch,SKU002,54
2023-03-22,Electronics,TVs,55-inch,SKU002,56
2023-03-23,Electronics,TVs,55-inch,SKU002,57
2023-03-24,Electronics,TVs,55-inch,SKU002,57
2023-03-25,Electronics,TVs,55-inch,SKU002,59
2023-03-26,Electronics,TVs,55-inch,SKU002,58
2023-03-27,Electronics,TVs,55-inch,SKU002,58
2023-03-28,Electronics,TVs,55-inch,SKU002,57
2023-03-29,Electronics,TVs,55-inch,SKU002,54
2023-03-30,Electronics,TVs,55-inch,SKU002,56
2023-03-31,Electronics,TVs,55-inch,SKU002,59
2023-04-01,Electronics,TVs,55-inch,SKU002,56
2023-04-02,Electronics,TVs,55-inch,SKU002,57
2023-04-03,Electronics,TVs,55-inch,SKU002,56
2023-04-04,Electronics,TVs,55-inch,SKU002,54
2023-04-05,Electronics,TVs,55-inch,SKU002,56
2023-04-06,Electronics,TVs,55-inch,SKU002,57
2023-04-07,Electronics,TVs,55-inch,SKU002,55
2023-04-08,Electronics,TVs,55-inch,SKU002,56
2023-04-09,Electronics,TVs,55-inch,SKU002,55
2023-04-10,Electronics,TVs,55-inch,SKU002,59
2023-04-11,Electronics,TVs,55-inch,SKU002,56
2023-04-12,Electronics,TVs,55-inch,SKU002,59
2023-04-13,Electronics,TVs,55-inch,SKU002,59
2023-04-14,Electronics,TVs,55-inch,SKU002,56
2023-04-15,Electronics,TVs,55-inch,SKU002,54
2023-04-16,Electronics,TVs,55-inch,SKU002,52
2023-04-17,Electronics,TVs,55-inch,SKU002,53
2023-04-18,Electronics,TVs,55-inch,SKU002,53
2023-04-19,Electronics,TVs,55-inch,SKU002,59
2023-04-20,Electronics,TVs,55-inch,SKU002,56
2023-04-21,Electronics,TVs,55-inch,SKU002,57
2023-04-22,Electronics,TVs,55-inch,SKU002,52
2023-04-23,Electronics,TVs,55-inch,SKU002,54
2023-04-24,Electronics,TVs,55-inch,SKU002,58
2023-04-25,Electronics,TVs,55-inch,SKU002,57
2023-04-26,Electronics,TVs,55-inch,SKU002,56
2023-04-27,Electronics,TVs,55-inch,SKU002,57
2023-04-28,Electronics,TVs,55-inch,SKU002,59
2023-04-29,Electronics,TVs,55-inch,SKU002,55
2023-04-30,Electronics,TVs,55-inch,SKU002,56
2023-05-01,Electronics,TVs,55-inch,SKU002,56
2023-05-02,Electronics,TVs,55-inch,SKU002,61
2023-05-03,Electronics,TVs,55-inch,SKU002,52
2023-05-04,Electronics,TVs,55-inch,SKU002,57
2023-05-05,Electronics,TVs,55-inch,SKU002,55
2023-05-06,Electronics,TVs,55-inch,SKU002,57
2023-05-07,Electronics,TVs,55-inch,SKU002,54
2023-05-08,Electronics,TVs,55-inch,SKU002,55
2023-05-09,Electronics,TVs,55-inch,SKU002,57
2023-05-10,Electronics,TVs,55-inch,SKU002,62
2023-05-11,Electronics,TVs,55-inch,SKU002,57
2023-05-12,Electronics,TVs,55-inch,SKU002,54
2023-05-13,Electronics,TVs,55-inch,SKU002,54
2023-05-14,Electronics,TVs,55-inch,SKU002,54
2023-05-15,Electronics,TVs,55-inch,SKU002,52
2023-05-16,Electronics,TVs,55-inch,SKU002,54
2023-05-17,Electronics,TVs,55-inch,SKU002,56
2023-05-18,Electronics,TVs,55-inch,SKU002,52
2023-05-19,Electronics,TVs,55-inch,SKU002,57
2023-05-20,Electronics,TVs,55-inch,SKU002,56
2023-05-21,Electronics,TVs,55-inch,SKU002,53
2023-05-22,Electronics,TVs,55-inch,SKU002,54
2023-05-23,Electronics,TVs,55-inch,SKU002,58
2023-05-24,Electronics,TVs,55-inch,SKU002,56
2023-05-25,Electronics,TVs,55-inch,SKU002,54
2023-05-26,Electronics,TVs,55-inch,SKU002,54
2023-05-27,Electronics,TVs,55-inch,SKU002,54
2023-05-28,Electronics,TVs,55-inch,SKU002,53
2023-05-29,Electronics,TVs,55-inch,SKU002,50
2023-05-30,Electronics,TVs,55-inch,SKU002,58
2023-05-31,Electronics,TVs,55-inch,SKU002,54
2023-06-01,Electronics,TVs,55-inch,SKU002,55
2023-06-02,Electronics,TVs,55-inch,SKU002,54
2023-06-03,Electronics,TVs,55-inch,SKU002,52
2023-06-04,Electronics,TVs,55-inch,SKU002,53
2023-06-05,Electronics,TVs,55-inch,SKU002,50
2023-06-06,Electronics,TVs,55-inch,SKU002,58
2023-06-07,Electronics,TVs,55-inch,SKU002,51
2023-06-08,Electronics,TVs,55-inch,SKU002,51
2023-06-09,Electronics,TVs,55-inch,SKU002,52
2023-06-10,Electronics,TVs,55-inch,SKU002,56
2023-06-11,Electronics,TVs,55-inch,SKU002,53
2023-06-12,Electronics,TVs,55-inch,SKU002,51
2023-06-13,Electronics,TVs,55-inch,SKU002,56
2023-06-14,Electronics,TVs,55-inch,SKU002,54
2023-06-15,Electronics,TVs,55-inch,SKU002,54
2023-06-16,Electronics,TVs,55-inch,SKU002,54
2023-06-17,Electronics,TVs,55-inch,SKU002,58
2023-06-18,Electronics,TVs,55-inch,SKU002,57
2023-06-19,Electronics,TVs,55-inch,SKU002,51
2023-06-20,Electronics,TVs,55-inch,SKU002,56
2023-06-21,Electronics,TVs,55-inch,SKU002,53
2023-06-22,Electronics,TVs,55-inch,SKU002,53
2023-06-23,Electronics,TVs,55-inch,SKU002,49
2023-06-24,Electronics,TVs,55-inch,SKU002,52
2023-06-25,Electronics,TVs,55-inch,SKU002,50
2023-06-26,Electronics,TVs,55-inch,SKU002,54
2023-06-27,Electronics,TVs,55-inch,SKU002,54
2023-06-28,Electronics,TVs,55-inch,SKU002,48
2023-06-29,Electronics,TVs,55-inch,SKU002,52
2023-06-30,Electronics,TVs,55-inch,SKU002,54
2023-07-01,Electronics,TVs,55-inch,SKU002,51
2023-07-02,Electronics,TVs,55-inch,SKU002,53
2023-07-03,Electronics,TVs,55-inch,SKU002,52
2023-07-04,Electronics,TVs,55-inch,SKU002,52
2023-07-05,Electronics,TVs,55-inch,SKU002,51
2023-07-06,Electronics,TVs,55-inch,SKU002,49
2023-07-07,Electronics,TVs,55-inch,SKU002,49
2023-07-08,Electronics,TVs,55-inch,SKU002,52
2023-07-09,Electronics,TVs,55-inch,SKU002,51
2023-07-10,Electronics,TVs,55-inch,SKU002,51
2023-07-11,Electronics,TVs,55-inch,SKU002,50
2023-07-12,Electronics,TVs,55-inch,SKU002,50
2023-07-13,Electronics,TVs,55-inch,SKU002,53
2023-07-14,Electronics,TVs,55-inch,SKU002,50
2023-07-15,Electronics,TVs,55-inch,SKU002,48
2023-07-16,Electronics,TVs,55-inch,SKU002,52
2023-07-17,Electronics,TVs,55-inch,SKU002,50
2023-07-18,Electronics,TVs,55-inch,SKU002,50
2023-07-19,Electronics,TVs,55-inch,SKU002,53
2023-07-20,Electronics,TVs,55-inch,SKU002,50
2023-07-21,Electronics,TVs,55-inch,SKU002,50
2023-07-22,Electronics,TVs,55-inch,SKU002,47
2023-07-23,Electronics,TVs,55-inch,SKU002,49
2023-07-24,Electronics,TVs,55-inch,SKU002,51
2023-07-25,Electronics,TVs,55-inch,SKU002,46
2023-07-26,Electronics,TVs,55-inch,SKU002,50
2023-07-27,Electronics,TVs,55-inch,SKU002,50
2023-07-28,Electronics,TVs,55-inch,SKU002,49
2023-07-29,Electronics,TVs,55-inch,SKU002,51
2023-07-30,Electronics,TVs,55-inch,SKU002,50
2023-07-31,Electronics,TVs,55-inch,SKU002,52
2023-08-01,Electronics,TVs,55-inch,SKU002,47
2023-08-02,Electronics,TVs,55-inch,SKU002,49
2023-08-03,Electronics,TVs,55-inch,SKU002,49
2023-08-04,Electronics,TVs,55-inch,SKU002,47
2023-08-05,Electronics,TVs,55-inch,SKU002,51
2023-08-06,Electronics,TVs,55-inch,SKU002,53
2023-08-07,Electronics,TVs,55-inch,SKU002,49
2023-08-08,Electronics,TVs,55-inch,SKU002,50
2023-08-09,Electronics,TVs,55-inch,SKU002,49
2023-08-10,Electronics,TVs,55-inch,SKU002,47
2023-08-11,Electronics,TVs,55-inch,SKU002,45
2023-08-12,Electronics,TVs,55-inch,SKU002,47
2023-08-13,Electronics,TVs,55-inch,SKU002,45
2023-08-14,Electronics,TVs,55-inch,SKU002,52
2023-08-15,Electronics,TVs,55-inch,SKU002,48
2023-08-16,Electronics,TVs,55-inch,SKU002,47
2023-08-17,Electronics,TVs,55-inch,SKU002,50
2023-08-18,Electronics,TVs,55-inch,SKU002,46
2023-08-19,Electronics,TVs,55-inch,SKU002,46
2023-08-20,Electronics,TVs,55-inch,SKU002,48
2023-08-21,Electronics,TVs,55-inch,SKU002,50
2023-08-22,Electronics,TVs,55-inch,SKU002,49
2023-08-23,Electronics,TVs,55-inch,SKU002,48
2023-08-24,Electronics,TVs,55-inch,SKU002,48
2023-08-25,Electronics,TVs,55-inch,SKU002,48
2023-08-26,Electronics,TVs,55-inch,SKU002,48
2023-08-27,Electronics,TVs,55-inch,SKU002,45
2023-08-28,Electronics,TVs,55-inch,SKU002,47
2023-08-29,Electronics,TVs,55-inch,SKU002,45
2023-08-30,Electronics,TVs,55-inch,SKU002,47
2023-08-31,Electronics,TVs,55-inch,SKU002,46
2023-09-01,Electronics,TVs,55-inch,SKU002,52
2023-09-02,Electronics,TVs,55-inch,SKU002,47
2023-09-03,Electronics,TVs,55-inch,SKU002,44
2023-09-04,Electronics,TVs,55-inch,SKU002,47
2023-09-05,Electronics,TVs,55-inch,SKU002,48
2023-09-06,Electronics,TVs,55-inch,SKU002,50
2023-09-07,Electronics,TVs,55-inch,SKU002,46
2023-09-08,Electronics,TVs,55-inch,SKU002,44
2023-09-09,Electronics,TVs,55-inch,SKU002,49
2023-09-10,Electronics,TVs,55-inch,SKU002,44
2023-09-11,Electronics,TVs,55-inch,SKU002,46
2023-09-12,Electronics,TVs,55-inch,SKU002,46
2023-09-13,Electronics,TVs,55-inch,SKU002,47
2023-09-14,Electronics,TVs,55-inch,SKU002,48
2023-09-15,Electronics,TVs,55-inch,SKU002,45
2023-09-16,Electronics,TVs,55-inch,SKU002,46
2023-09-17,Electronics,TVs,55-inch,SKU002,47
2023-09-18,Electronics,TVs,55-inch,SKU002,47
2023-09-19,Electronics,TVs,55-inch,SKU002,47
2023-09-20,Electronics,TVs,55-inch,SKU002,48
2023-09-21,Electronics,TVs,55-inch,SKU002,48
2023-09-22,Electronics,TVs,55-inch,SKU002,47
2023-09-23,Electronics,TVs,55-inch,SKU002,48
2023-09-24,Electronics,TVs,55-inch,SKU002,43
2023-09-25,Electronics,TVs,55-inch,SKU002,47
2023-09-26,Electronics,TVs,55-inch,SKU002,48
2023-09-27,Electronics,TVs,55-inch,SKU002,48
2023-09-28,Electronics,TVs,55-inch,SKU002,45
2023-09-29,Electronics,TVs,55-inch,SKU002,45
2023-09-30,Electronics,TVs,55-inch,SKU002,45
2023-10-01,Electronics,TVs,55-inch,SKU002,48
2023-10-02,Electronics,TVs,55-inch,SKU002,49
2023-10-03,Electronics,TVs,55-inch,SKU002,46
2023-10-04,Electronics,TVs,55-inch,SKU002,48
2023-10-05,Electronics,TVs,55-inch,SKU002,47
2023-10-06,Electronics,TVs,55-inch,SKU002,46
2023-10-07,Electronics,TVs,55-inch,SKU002,46
2023-10-08,Electronics,TVs,55-inch,SKU002,48
2023-10-09,Electronics,TVs,55-inch,SKU002,47
2023-10-10,Electronics,TVs,55-inch,SKU002,51
2023-10-11,Electronics,TVs,55-inch,SKU002,45
2023-10-12,Electronics,TVs,55-inch,SKU002,48
2023-10-13,Electronics,TVs,55-inch,SKU002,46
2023-10-14,Electronics,TVs,55-inch,SKU002,45
2023-10-15,Electronics,TVs,55-inch,SKU002,47
2023-10-16,Electronics,TVs,55-inch,SKU002,47
2023-10-17,Electronics,TVs,55-inch,SKU002,53
2023-10-18,Electronics,TVs,55-inch,SKU002,46
2023-10-19,Electronics,TVs,55-inch,SKU002,45
2023-10-20,Electronics,TVs,55-inch,SKU002,47
2023-10-21,Electronics,TVs,55-inch,SKU002,43
2023-10-22,Electronics,TVs,55-inch,SKU002,47
2023-10-23,Electronics,TVs,55-inch,SKU002,47
2023-10-24,Electronics,TVs,55-inch,SKU002,49
2023-10-25,Electronics,TVs,55-inch,SKU002,49
2023-10-26,Electronics,TVs,55-inch,SKU002,46
2023-10-27,Electronics,TVs,55-inch,SKU002,47
2023-10-28,Electronics,TVs,55-inch,SKU002,46
2023-10-29,Electronics,TVs,55-inch,SKU002,45
2023-10-30,Electronics,TVs,55-inch,SKU002,48
2023-10-31,Electronics,TVs,55-inch,SKU002,45
2023-11-01,Electronics,TVs,55-inch,SKU002,47
2023-11-02,Electronics,TVs,55-inch,SKU002,45
2023-11-03,Electronics,TVs,55-inch,SKU002,49
2023-11-04,Electronics,TVs,55-inch,SKU002,51
2023-11-05,Electronics,TVs,55-inch,SKU002,45
2023-11-06,Electronics,TVs,55-inch,SKU002,44
2023-11-07,Electronics,TVs,55-inch,SKU002,47
2023-11-08,Electronics,TVs,55-inch,SKU002,48
2023-11-09,Electronics,TVs,55-inch,SKU002,48
2023-11-10,Electronics,TVs,55-inch,SKU002,47
2023-11-11,Electronics,TVs,55-inch,SKU002,47
2023-11-12,Electronics,TVs,55-inch,SKU002,49
2023-11-13,Electronics,TVs,55-inch,SKU002,50
2023-11-14,Electronics,TVs,55-inch,SKU002,44
2023-11-15,Electronics,TVs,55-inch,SKU002,47
2023-11-16,Electronics,TVs,55-inch,SKU002,49
2023-11-17,Electronics,TVs,55-inch,SKU002,46
2023-11-18,Electronics,TVs,55-inch,SKU002,52
2023-11-19,Electronics,TVs,55-inch,SKU002,47
2023-11-20,Electronics,TVs,55-inch,SKU002,48
2023-11-21,Electronics,TVs,55-inch,SKU002,50
2023-11-22,Electronics,TVs,55-inch,SKU002,47
2023-11-23,Electronics,TVs,55-inch,SKU002,45
2023-11-24,Electronics,TVs,55-inch,SKU002,48
2023-11-25,Electronics,TVs,55-inch,SKU002,51
2023-11-26,Electronics,TVs,55-inch,SKU002,48
2023-11-27,Electronics,TVs,55-inch,SKU002,47
2023-11-28,Electronics,TVs,55-inch,SKU002,51
2023-11-29,Electronics,TVs,55-inch,SKU002,48
2023-11-30,Electronics,TVs,55-inch,SKU002,48
2023-12-01,Electronics,TVs,55-inch,SKU002,49
2023-12-02,Electronics,TVs,55-inch,SKU002,51
2023-12-03,Electronics,TVs,55-inch,SKU002,54
2023-12-04,Electronics,TVs,55-inch,SKU002,51
2023-12-05,Electronics,TVs,55-inch,SKU002,52
2023-12-06,Electronics,TVs,55-inch,SKU002,49
2023-12-07,Electronics,TVs,55-inch,SKU002,48
2023-12-08,Electronics,TVs,55-inch,SKU002,50
2023-12-09,Electronics,TVs,55-inch,SKU002,50
2023-12-10,Electronics,TVs,55-inch,SKU002,48
2023-12-11,Electronics,TVs,55-inch,SKU002,50
2023-12-12,Electronics,TVs,55-inch,SKU002,51
2023-12-13,Electronics,TVs,55-inch,SKU002,51
2023-12-14,Electronics,TVs,55-inch,SKU002,51
2023-12-15,Electronics,TVs,55-inch,SKU002,51
2023-12-16,Electronics,TVs,55-inch,SKU002,49
2023-12-17,Electronics,TVs,55-inch,SKU002,49
2023-12-18,Electronics,TVs,55-inch,SKU002,48
2023-12-19,Electronics,TVs,55-inch,SKU002,54
2023-12-20,Electronics,TVs,55-inch,SKU002,51
2023-12-21,Electronics,TVs,55-inch,SKU002,50
2023-12-22,Electronics,TVs,55-inch,SKU002,49
2023-12-23,Electronics,TVs,55-inch,SKU002,57
2023-12-24,Electronics,TVs,55-inch,SKU002,49
2023-12-25,Electronics,TVs,55-inch,SKU002,50
2023-12-26,Electronics,TVs,55-inch,SKU002,52
2023-12-27,Electronics,TVs,55-inch,SKU002,53
2023-12-28,Electronics,TVs,55-inch,SKU002,53
2023-12-29,Electronics,TVs,55-inch,SKU002,55
2023-12-30,Electronics,TVs,55-inch,SKU002,53
2023-12-31,Electronics,TVs,55-inch,SKU002,50
2024-01-01,Electronics,TVs,55-inch,SKU002,51
2024-01-02,Electronics,TVs,55-inch,SKU002,52
2024-01-03,Electronics,TVs,55-inch,SKU002,56
2024-01-04,Electronics,TVs,55-inch,SKU002,49
2024-01-05,Electronics,TVs,55-inch,SKU002,55
2024-01-06,Electronics,TVs,55-inch,SKU002,53
2024-01-07,Electronics,TVs,55-inch,SKU002,54
2024-01-08,Electronics,TVs,55-inch,SKU002,52
2024-01-09,Electronics,TVs,55-inch,SKU002,51
2024-01-10,Electronics,TVs,55-inch,SKU002,54
2024-01-11,Electronics,TVs,55-inch,SKU002,54
2024-01-12,Electronics,TVs,55-inch,SKU002,55
2024-01-13,Electronics,TVs,55-inch,SKU002,53
2024-01-14,Electronics,TVs,55-inch,SKU002,52
2024-01-15,Electronics,TVs,55-inch,SKU002,50
2024-01-16,Electronics,TVs,55-inch,SKU002,55
2024-01-17,Electronics,TVs,55-inch,SKU002,54
2024-01-18,Electronics,TVs,55-inch,SKU002,51
2024-01-19,Electronics,TVs,55-inch,SKU002,52
2024-01-20,Electronics,TVs,55-inch,SKU002,52
2024-01-21,Electronics,TVs,55-inch,SKU002,51
2024-01-22,Electronics,TVs,55-inch,SKU002,52
2024-01-23,Electronics,TVs,55-inch,SKU002,51
2024-01-24,Electronics,TVs,55-inch,SKU002,53
2024-01-25,Electronics,TVs,55-inch,SKU002,52
2024-01-26,Electronics,TVs,55-inch,SKU002,51
2024-01-27,Electronics,TVs,55-inch,SKU002,58
2024-01-28,Electronics,TVs,55-inch,SKU002,57
2024-01-29,Electronics,TVs,55-inch,SKU002,53
2024-01-30,Electronics,TVs,55-inch,SKU002,55
2024-01-31,Electronics,TVs,55-inch,SKU002,55
2024-02-01,Electronics,TVs,55-inch,SKU002,57
2024-02-02,Electronics,TVs,55-inch,SKU002,53
2024-02-03,Electronics,TVs,55-inch,SKU002,57
2024-02-04,Electronics,TVs,55-inch,SKU002,53
2024-02-05,Electronics,TVs,55-inch,SKU002,52
2024-02-06,Electronics,TVs,55-inch,SKU002,56
2024-02-07,Electronics,TVs,55-inch,SKU002,57
2024-02-08,Electronics,TVs,55-inch,SKU002,60
2024-02-09,Electronics,TVs,55-inch,SKU002,53
2024-02-10,Electronics,TVs,55-inch,SKU002,56
2024-02-11,Electronics,TVs,55-inch,SKU002,54
2024-02-12,Electronics,TVs,55-inch,SKU002,57
2024-02-13,Electronics,TVs,55-inch,SKU002,52
2024-02-14,Electronics,TVs,55-inch,SKU002,53
2024-02-15,Electronics,TVs,55-inch,SKU002,54
2024-02-16,Electronics,TVs,55-inch,SKU002,56
2024-02-17,Electronics,TVs,55-inch,SKU002,54
2024-02-18,Electronics,TVs,55-inch,SKU002,57
2024-02-19,Electronics,TVs,55-inch,SKU002,58
2024-02-20,Electronics,TVs,55-inch,SKU002,57
2024-02-21,Electronics,TVs,55-inch,SKU002,59
2024-02-22,Electronics,TVs,55-inch,SKU002,57
2024-02-23,Electronics,TVs,55-inch,SKU002,53
2024-02-24,Electronics,TVs,55-inch,SKU002,59
2024-02-25,Electronics,TVs,55-inch,SKU002,55
2024-02-26,Electronics,TVs,55-inch,SKU002,58
2024-02-27,Electronics,TVs,55-inch,SKU002,59
2024-02-28,Electronics,TVs,55-inch,SKU002,57
2024-02-29,Electronics,TVs,55-inch,SKU002,53
2024-03-01,Electronics,TVs,55-inch,SKU002,54
2024-03-02,Electronics,TVs,55-inch,SKU002,59
2024-03-03,Electronics,TVs,55-inch,SKU002,56
2024-03-04,Electronics,TVs,55-inch,SKU002,56
2024-03-05,Electronics,TVs,55-inch,SKU002,58
2024-03-06,Electronics,TVs,55-inch,SKU002,58
2024-03-07,Electronics,TVs,55-inch,SKU002,57
2024-03-08,Electronics,TVs,55-inch,SKU002,56
2024-03-09,Electronics,TVs,55-inch,SKU002,56
2024-03-10,Electronics,TVs,55-inch,SKU002,58
2024-03-11,Electronics,TVs,55-inch,SKU002,58
2024-03-12,Electronics,TVs,55-inch,SKU002,56
2024-03-13,Electronics,TVs,55-inch,SKU002,59
2024-03-14,Electronics,TVs,55-inch,SKU002,56
2024-03-15,Electronics,TVs,55-inch,SKU002,55
2024-03-16,Electronics,TVs,55-inch,SKU002,55
2024-03-17,Electronics,TVs,55-inch,SKU002,55
2024-03-18,Electronics,TVs,55-inch,SKU002,56
2024-03-19,Electronics,TVs,55-inch,SKU002,59
2024-03-20,Electronics,TVs,55-inch,SKU002,55
2024-03-21,Electronics,TVs,55-inch,SKU002,57
2024-03-22,Electronics,TVs,55-inch,SKU002,55
2024-03-23,Electronics,TVs,55-inch,SKU002,56
2024-03-24,Electronics,TVs,55-inch,SKU002,54
2024-03-25,Electronics,TVs,55-inch,SKU002,56
2024-03-26,Electronics,TVs,55-inch,SKU002,56
2024-03-27,Electronics,TVs,55-inch,SKU002,58
2024-03-28,Electronics,TVs,55-inch,SKU002,57
2024-03-29,Electronics,TVs,55-inch,SKU002,54
2024-03-30,Electronics,TVs,55-inch,SKU002,59
2024-03-31,Electronics,TVs,55-inch,SKU002,57
2024-04-01,Electronics,TVs,55-inch,SKU002,57
2024-04-02,Electronics,TVs,55-inch,SKU002,57
2024-04-03,Electronics,TVs,55-inch,SKU002,56
2024-04-04,Electronics,TVs,55-inch,SKU002,57
2024-04-05,Electronics,TVs,55-inch,SKU002,58
2024-04-06,Electronics,TVs,55-inch,SKU002,53
2024-04-07,Electronics,TVs,55-inch,SKU002,56
2024-04-08,Electronics,TVs,55-inch,SKU002,56
2024-04-09,Electronics,TVs,55-inch,SKU002,57
2024-04-10,Electronics,TVs,55-inch,SKU002,59
2024-04-11,Electronics,TVs,55-inch,SKU002,55
2024-04-12,Electronics,TVs,55-inch,SKU002,56
2024-04-13,Electronics,TVs,55-inch,SKU002,56
2024-04-14,Electronics,TVs,55-inch,SKU002,55
2024-04-15,Electronics,TVs,55-inch,SKU002,56
2024-04-16,Electronics,TVs,55-inch,SKU002,58
2024-04-17,Electronics,TVs,55-inch,SKU002,54
2024-04-18,Electronics,TVs,55-inch,SKU002,57
2024-04-19,Electronics,TVs,55-inch,SKU002,53
2024-04-20,Electronics,TVs,55-inch,SKU002,55
2024-04-21,Electronics,TVs,55-inch,SKU002,56
2024-04-22,Electronics,TVs,55-inch,SKU002,60
2024-04-23,Electronics,TVs,55-inch,SKU002,56
2024-04-24,Electronics,TVs,55-inch,SKU002,52
2024-04-25,Electronics,TVs,55-inch,SKU002,52
2024-04-26,Electronics,TVs,55-inch,SKU002,56
2024-04-27,Electronics,TVs,55-inch,SKU002,58
2024-04-28,Electronics,TVs,55-inch,SKU002,57
2024-04-29,Electronics,TVs,55-inch,SKU002,57
2024-04-30,Electronics,TVs,55-inch,SKU002,58
2024-05-01,Electronics,TVs,55-inch,SKU002,55
2024-05-02,Electronics,TVs,55-inch,SKU002,58
2024-05-03,Electronics,TVs,55-inch,SKU002,53
2024-05-04,Electronics,TVs,55-inch,SKU002,54
2024-05-05,Electronics,TVs,55-inch,SKU002,52
2024-05-06,Electronics,TVs,55-inch,SKU002,55
2024-05-07,Electronics,TVs,55-inch,SKU002,56
2024-05-08,Electronics,TVs,55-inch,SKU002,56
2024-05-09,Electronics,TVs,55-inch,SKU002,56
2024-05-10,Electronics,TVs,55-inch,SKU002,54
2024-05-11,Electronics,TVs,55-inch,SKU002,55
2024-05-12,Electronics,TVs,55-inch,SKU002,53
2024-05-13,Electronics,TVs,55-inch,SKU002,58
2024-05-14,Electronics,TVs,55-inch,SKU002,55
2024-05-15,Electronics,TVs,55-inch,SKU002,54
2024-05-16,Electronics,TVs,55-inch,SKU002,59
2024-05-17,Electronics,TVs,55-inch,SKU002,53
2024-05-18,Electronics,TVs,55-inch,SKU002,53
2024-05-19,Electronics,TVs,55-inch,SKU002,53
2024-05-20,Electronics,TVs,55-inch,SKU002,55
2024-05-21,Electronics,TVs,55-inch,SKU002,56
2024-05-22,Electronics,TVs,55-inch,SKU002,56
2024-05-23,Electronics,TVs,55-inch,SKU002,60
2024-05-24,Electronics,TVs,55-inch,SKU002,50
2024-05-25,Electronics,TVs,55-inch,SKU002,56
2024-05-26,Electronics,TVs,55-inch,SKU002,54
2024-05-27,Electronics,TVs,55-inch,SKU002,53
2024-05-28,Electronics,TVs,55-inch,SKU002,53
2024-05-29,Electronics,TVs,55-inch,SKU002,53
2024-05-30,Electronics,TVs,55-inch,SKU002,58
2024-05-31,Electronics,TVs,55-inch,SKU002,56
2024-06-01,Electronics,TVs,55-inch,SKU002,54
2024-06-02,Electronics,TVs,55-inch,SKU002,57
2024-06-03,Electronics,TVs,55-inch,SKU002,51
2024-06-04,Electronics,TVs,55-inch,SKU002,51
2024-06-05,Electronics,TVs,55-inch,SKU002,50
2024-06-06,Electronics,TVs,55-inch,SKU002,52
2024-06-07,Electronics,TVs,55-inch,SKU002,54
2024-06-08,Electronics,TVs,55-inch,SKU002,54
2024-06-09,Electronics,TVs,55-inch,SKU002,54
2024-06-10,Electronics,TVs,55-inch,SKU002,51
2024-06-11,Electronics,TVs,55-inch,SKU002,55
2024-06-12,Electronics,TVs,55-inch,SKU002,54
2024-06-13,Electronics,TVs,55-inch,SKU002,55
2024-06-14,Electronics,TVs,55-inch,SKU002,49
2024-06-15,Electronics,TVs,55-inch,SKU002,54
2024-06-16,Electronics,TVs,55-inch,SKU002,51
2024-06-17,Electronics,TVs,55-inch,SKU002,52
2024-06-18,Electronics,TVs,55-inch,SKU002,54
2024-06-19,Electronics,TVs,55-inch,SKU002,53
2024-06-20,Electronics,TVs,55-inch,SKU002,51
2024-06-21,Electronics,TVs,55-inch,SKU002,53
2024-06-22,Electronics,TVs,55-inch,SKU002,50
2024-06-23,Electronics,TVs,55-inch,SKU002,55
2024-06-24,Electronics,TVs,55-inch,SKU002,52
2024-06-25,Electronics,TVs,55-inch,SKU002,55
2024-06-26,Electronics,TVs,55-inch,SKU002,51
2024-06-27,Electronics,TVs,55-inch,SKU002,51
2024-06-28,Electronics,TVs,55-inch,SKU002,51
2024-06-29,Electronics,TVs,55-inch,SKU002,54
2024-06-30,Electronics,TVs,55-inch,SKU002,50
2024-07-01,Electronics,TVs,55-inch,SKU002,53
2024-07-02,Electronics,TVs,55-inch,SKU002,51
2024-07-03,Electronics,TVs,55-inch,SKU002,48
2024-07-04,Electronics,TVs,55-inch,SKU002,50
2024-07-05,Electronics,TVs,55-inch,SKU002,49
2024-07-06,Electronics,TVs,55-inch,SKU002,51
2024-07-07,Electronics,TVs,55-inch,SKU002,49
2024-07-08,Electronics,TVs,55-inch,SKU002,53
2024-07-09,Electronics,TVs,55-inch,SKU002,51
2024-07-10,Electronics,TVs,55-inch,SKU002,51
2024-07-11,Electronics,TVs,55-inch,SKU002,52
2024-07-12,Electronics,TVs,55-inch,SKU002,53
2024-07-13,Electronics,TVs,55-inch,SKU002,51
2024-07-14,Electronics,TVs,55-inch,SKU002,49
2024-07-15,Electronics,TVs,55-inch,SKU002,47
2024-07-16,Electronics,TVs,55-inch,SKU002,49
2024-07-17,Electronics,TVs,55-inch,SKU002,49
2024-07-18,Electronics,TVs,55-inch,SKU002,51
2024-07-19,Electronics,TVs,55-inch,SKU002,50
2024-07-20,Electronics,TVs,55-inch,SKU002,52
2024-07-21,Electronics,TVs,55-inch,SKU002,49
2024-07-22,Electronics,TVs,55-inch,SKU002,50
2024-07-23,Electronics,TVs,55-inch,SKU002,52
2024-07-24,Electronics,TVs,55-inch,SKU002,51
2024-07-25,Electronics,TVs,55-inch,SKU002,50
